1,88,Fail,-976.2866682729654,1.0
2,246,Fail,-1714.936352696901,1.0
3,62,Fail,-627.8165330292368,1.0
4,67,Fail,-744.9530297708641,1.0
5,99,Fail,604.5742734566279,1.0
6,229,Fail,-1399.715259679719,1.0
7,385,Fail,-1797.8536500561681,1.0
8,103,Fail,-716.4531899490139,1.0
9,170,Fail,-688.9996486264321,1.0
10,101,Fail,-729.8475664983306,1.0
11,189,Fail,-1919.7983944429204,1.0
12,500,Fail,-1519.2424547853825,1.0
13,401,Fail,-2041.7812633007275,1.0
14,203,Fail,-1793.2430444822191,1.0
15,90,Fail,-705.4024865928709,1.0
16,84,Fail,-668.0418277728166,0.9997000299990001
17,389,Fail,96.60292615068519,0.9919323148461192
18,364,Fail,-148.30035477467885,0.9847172153425713
19,105,Fail,-991.8135461898232,0.9826513757874197
20,335,Fail,332.4450803204767,0.9760892909928727
21,278,Fail,1113.4914543631912,0.9707352692439367
22,96,Fail,153.38142570970138,0.9688925312494177
23,127,Fail,-1181.11510377684,0.9663765570512235
24,87,Fail,-458.22883479990526,0.9647350305194479
25,500,Fail,-401.0053038586836,0.9551352789781802
Val,1,97,Fail
Val,2,97,Fail
Val,3,351,Succes,71.04212284088135
Val,4,131,Fail
Val,5,202,Fail
Val,6,198,Fail
Val,7,99,Fail
Val,8,99,Fail
Val,9,171,Fail
Val,10,170,Fail
26,335,Fail,870.2640325274489,0.9487569449674067
27,247,Fail,-213.12489704813862,0.9440247639413393
28,151,Fail,-253.0807784846332,0.9411967923270838
29,420,Fail,1545.898553120215,0.9333234598920364
30,93,Fail,-879.0057343262501,0.9316449048878183
31,212,Fail,-378.9858839503452,0.9276472330643509
32,162,Fail,127.88089849596494,0.924683358451025
33,441,Fail,1173.3837617654995,0.9165814405198298
34,100,Fail,-902.8745719135692,0.9147500180990684
35,247,Fail,1241.7802359400582,0.9101874557882422
36,210,Fail,-1860.8930664338818,0.9063724947491544
37,97,Fail,-736.1105676359323,0.9046519360281735
38,341,Fail,-1925.1945129855735,0.8985208655703283
39,192,Fail,979.4308386212554,0.8950232840300215
40,237,Success,1748.0328096331746,0.8908263352999289,48.18522310256958
40,464,Fail,314.96470897336116,0.8825796445929295
41,346,Fail,-9.01291231101817,0.8765105041980233
42,258,Fail,-1596.9463590613154,0.871964252758304
43,285,Fail,343.23376156190744,0.8670079475877893
44,153,Fail,-338.80925865340777,0.8644106917119208
45,260,Fail,237.607469001507,0.8599271991206943
46,107,Fail,-632.5050093768643,0.8580373443907998
47,433,Fail,-141.264963566903,0.8506894968643458
48,91,Fail,-777.7336889275128,0.849074640675355
49,76,Fail,423.3761040589735,0.8478019198565019
50,258,Fail,699.6826415249275,0.8434889219054039
Val,1,223,Fail
Val,2,229,Fail
Val,3,133,Fail
Val,4,121,Fail
Val,5,214,Fail
Val,6,211,Fail
Val,7,254,Fail
Val,8,254,Fail
Val,9,161,Fail
Val,10,163,Fail
51,412,Fail,-553.0172022648002,0.8365165904357533
52,346,Fail,-254.36352103798635,0.8307642068847316
53,195,Fail,761.039768418109,0.8275303748551286
54,233,Fail,-1290.0592225892235,0.8236499142930047
55,142,Fail,-111.53346684477812,0.8213468052330691
56,100,Fail,301.2445227158552,0.8197056712455956
57,96,Fail,114.620448597776,0.8181496313729496
58,73,Fail,332.48829132198495,0.8169232656108569
59,132,Fail,-772.984656479192,0.8148019179981025
60,83,Fail,-478.96175418621596,0.8134178623142431
61,99,Fail,-212.62673318965227,0.8117925711566507
62,107,Fail,-866.1229395149585,0.8100895104424227
63,101,Fail,173.646998506214,0.8084708696684981
64,159,Fail,-358.8417095099867,0.805887768893963
65,113,Fail,218.42439163982635,0.8040362644950484
66,126,Fail,-1199.5331910867008,0.8020285840943376
67,70,Fail,160.3544322819386,0.8009064736307591
68,247,Fail,268.8887175591396,0.796991435831152
69,109,Fail,-484.5552302574166,0.7952398944957562
70,282,Fail,299.3796968001737,0.7907987757660838
71,227,Fail,476.2281322882815,0.787169274173458
72,107,Fail,337.82692709499105,0.7855178707067055
73,231,Fail,-178.97841592889574,0.7819126067000634
74,437,Fail,-28.052886010010084,0.7750616217537537
75,74,Fail,541.3940852140057,0.7738998427832787
Val,1,98,Fail
Val,2,98,Fail
Val,3,195,Fail
Val,4,200,Fail
Val,5,467,Fail
Val,6,461,Fail
Val,7,92,Fail
Val,8,91,Fail
Val,9,216,Fail
Val,10,216,Fail
76,249,Fail,687.1703421586028,0.7701168203738437
77,82,Fail,352.53199947840426,0.768808668614588
78,185,Fail,903.9843192029485,0.7659691908378781
79,329,Fail,47.846263803309654,0.7609301892218785
80,91,Fail,514.4353019220084,0.7595616784837823
81,185,Fail,-1151.069025477927,0.7567563530573902
82,409,Fail,898.3223510372841,0.7505760159546176
83,363,Fail,647.1513046020873,0.7451910086754732
84,90,Fail,76.89206450569483,0.7438508043942528
85,213,Fail,1249.2380012404055,0.7406589537374308
86,281,Fail,91.39608637665074,0.7365226492404982
87,226,Fail,384.2125719411124,0.7332155784528527
88,95,Fail,-833.4143903549572,0.73182372194223
89,85,Fail,69.91760230662581,0.7305806163977242
90,88,Fail,-303.89632427696847,0.7292666884806212
91,90,Fail,329.515068080413,0.7279551236245312
92,87,Fail,-201.97885672291306,0.7267185894385016
93,87,Fail,328.52718630331447,0.7254116072641742
94,137,Fail,-276.6472356976475,0.7234555399987465
95,93,Fail,-108.16721080688464,0.7220822108809744
96,224,Fail,612.9278784800869,0.7189118704973512
97,114,Fail,185.1936319906962,0.717260190769683
98,500,Fail,-29.694257704942935,0.7101229775411715
99,96,Fail,50.65347206007618,0.7087749575063009
100,291,Fail,265.0019098893099,0.7046052893871948
Val,1,357,Succes,71.85475206375122
Val,2,500,Fail
Val,3,173,Fail
Val,4,295,Succes,59.811585903167725
Val,5,500,Fail
Val,6,500,Fail
Val,7,146,Fail
Val,8,145,Fail
Val,9,101,Fail
Val,10,87,Fail
101,84,Fail,-743.6899549855173,0.703478766056072
102,83,Fail,202.9537391058663,0.7022838084067002
103,132,Fail,-977.896026507522,0.7004601511023318
104,211,Fail,-385.72372529773276,0.6974544889720155
105,122,Fail,-436.6977676259504,0.6957825217619656
106,234,Fail,685.1183517312313,0.692519854049031
107,273,Fail,177.14175920828882,0.6887901396408949
108,348,Fail,842.4739680424336,0.6839852053039812
109,161,Fail,-1013.2170194210305,0.6817998418235185
110,103,Fail,-850.0754839983681,0.6803694930289713
111,134,Fail,-36.7690616782216,0.6785348815058265
112,434,Fail,714.4403562593258,0.6727242126773907
113,92,Fail,177.95147584191795,0.6714471863800984
114,330,Fail,-948.4104045365682,0.6670300068150475
115,86,Fail,336.24466939138244,0.6658969625108496
116,433,Fail,567.5862657185199,0.6601284997086003
117,500,Fail,18.558682739757597,0.6535597845878273
118,117,Fail,-496.6812109370779,0.6520582494326546
119,105,Fail,185.34199641489516,0.6506902955643225
120,282,Fail,586.2769124258698,0.647056432526454
121,93,Fail,-22.819928399058355,0.6458281311444062
122,136,Fail,-34.14320352254873,0.6440866601591424
123,102,Fail,355.4621840524731,0.642735429898545
124,82,Fail,29.749674991741074,0.6417078241334087
